from-to,score,userA_id,userB_id,has_common_skills,n_common_skills,has_common_schools,n_common_schools,has_common_industry,n_common_industry,has_common_company,n_common_company
889955-6272593,1.0,889955,6272593,0,-1,0,0,1,1,0,0
4738745-1305696,2.0,4738745,1305696,0,-1,0,0,1,1,0,0
6270943-121503,0.0,6270943,121503,0,-1,0,-1,1,1,0,0
445311-28846,3.0,445311,28846,1,3,1,-2,1,2,1,-2
257430-18447,0.0,257430,18447,0,0,0,0,1,1,1,-2
6244504-26797,0.0,6244504,26797,0,0,0,0,0,0,0,0
4811010-98108,1.0,4811010,98108,0,0,1,-2,1,1,0,0
17168-35644,2.0,17168,35644,0,-1,0,0,1,1,1,-2
1802251-6340278,1.0,1802251,6340278,0,-1,0,-1,1,1,1,-2
6304126-6310893,0.0,6304126,6310893,0,-1,0,0,0,0,0,0
228023-25525,1.0,228023,25525,0,0,0,-1,1,1,1,-2
6284486-53637,1.0,6284486,53637,0,-1,0,0,1,2,1,-2
6270682-4535056,0.0,6270682,4535056,0,-1,0,0,1,1,0,0
6305377-6302367,3.0,6305377,6302367,1,2,0,-1,1,2,1,-2
1430882-47881,2.0,1430882,47881,0,-1,1,-2,0,0,1,-2
6296026-6303343,3.0,6296026,6303343,0,-1,0,-1,0,0,1,-2
3575942-78435,1.0,3575942,78435,0,-1,0,-1,1,1,1,-2
1065990-108172,2.0,1065990,108172,0,-1,0,0,1,1,0,0
6269477-99763,0.0,6269477,99763,0,-1,0,0,0,0,0,0
1210099-17278,2.0,1210099,17278,0,-1,0,0,1,1,0,0
6275569-78346,1.0,6275569,78346,0,0,1,-2,1,1,1,-2
6317558-6281647,0.0,6317558,6281647,0,-1,0,0,1,1,0,0
1175319-4570244,2.0,1175319,4570244,0,-1,1,-2,1,2,1,-2
6291199-51540,0.0,6291199,51540,1,2,0,0,0,0,0,0
6286710-6305426,3.0,6286710,6305426,1,3,0,0,1,1,1,-2
6326116-6323133,0.0,6326116,6323133,1,2,0,0,1,1,0,0
6302258-1175319,3.0,6302258,1175319,0,-1,0,0,0,0,1,-2
6298547-862591,3.0,6298547,862591,1,2,0,0,1,1,0,0
88351-52831,0.0,88351,52831,0,0,1,-2,1,1,1,-2
6272171-6272100,1.0,6272171,6272100,0,0,1,-2,1,1,0,0
1210099-277857,3.0,1210099,277857,1,1,0,0,1,1,1,-2
15431-41,2.0,15431,41,0,0,0,0,0,0,0,0
6251337-6269471,2.0,6251337,6269471,1,2,0,0,1,1,1,-2
4885083-6289382,3.0,4885083,6289382,1,2,0,-1,1,1,1,-2
20987-26932,0.0,20987,26932,0,-1,0,0,1,1,1,-2
6280299-224555,0.0,6280299,224555,0,-1,0,0,1,1,0,0
6317355-6319016,3.0,6317355,6319016,0,-1,0,0,1,1,0,0
6299610-2830683,3.0,6299610,2830683,1,1,0,0,0,0,1,-2
747815-6307677,2.0,747815,6307677,0,0,0,0,1,1,1,-2
6303450-6336089,3.0,6303450,6336089,0,-1,0,0,0,0,1,-2
6309218-6317464,2.0,6309218,6317464,1,1,0,0,1,1,1,-2
3914702-892301,0.0,3914702,892301,0,-1,1,-2,1,1,0,0
107838-447334,3.0,107838,447334,1,2,0,0,1,1,0,0
6273235-241512,0.0,6273235,241512,1,6,0,-1,1,1,1,-2
6268328-50987,2.0,6268328,50987,0,-1,0,-1,1,1,1,-2
4984138-57262,1.0,4984138,57262,0,-1,0,0,1,1,0,0
6271896-6271384,0.0,6271896,6271384,0,-1,0,-1,0,0,0,0
22540-136525,1.0,22540,136525,1,2,1,-2,1,1,1,-2
27039-838633,0.0,27039,838633,0,0,1,-2,1,1,1,-2
6314689-6302245,1.0,6314689,6302245,0,-1,0,-1,1,1,1,-2
27712-35211,1.0,27712,35211,0,-1,0,0,1,1,0,0
155074-50328,3.0,155074,50328,0,-1,0,0,1,1,0,0
5551-1670259,0.0,5551,1670259,0,-1,0,0,1,1,0,0
1253423-1674337,1.0,1253423,1674337,0,0,0,0,0,0,0,0
6281681-4517397,1.0,6281681,4517397,0,-1,0,0,0,0,1,-2
6302931-6328120,2.0,6302931,6328120,0,0,1,-2,0,0,0,0
6270812-82142,2.0,6270812,82142,0,0,1,-2,1,1,1,-2
43006-2193246,0.0,43006,2193246,0,0,0,0,1,1,0,0
10861-160487,1.0,10861,160487,1,2,1,-2,1,2,1,-2
243482-88880,1.0,243482,88880,0,0,0,0,1,1,1,-2
6289598-54610,1.0,6289598,54610,0,0,0,0,1,1,0,0
1223954-5943031,1.0,1223954,5943031,0,0,1,-2,0,0,1,-2
217348-889955,1.0,217348,889955,0,0,0,0,1,1,1,1
6269158-4514640,0.0,6269158,4514640,1,1,1,-2,1,1,0,0
6278455-6325506,3.0,6278455,6325506,0,0,1,-2,0,0,1,-2
28084-6273235,3.0,28084,6273235,1,4,0,0,0,0,1,-2
2493339-1238849,0.0,2493339,1238849,0,-1,0,0,1,1,1,-2
6270812-1662957,2.0,6270812,1662957,0,0,0,-1,0,0,1,-2
6269528-6270802,3.0,6269528,6270802,0,-1,0,0,1,1,1,-2
202017-67682,2.0,202017,67682,0,-1,0,0,1,1,1,-2
25166-25085,1.0,25166,25085,0,0,1,-2,1,2,0,0
6272040-6271431,3.0,6272040,6271431,0,0,0,0,1,1,1,1
96958-2848870,2.0,96958,2848870,0,-1,0,0,1,1,1,-2
6272204-27742,0.0,6272204,27742,0,-1,1,-2,1,1,1,-2
6275140-6276930,3.0,6275140,6276930,1,-2,0,-1,0,-1,0,-1
3764812-11721,1.0,3764812,11721,1,1,0,0,1,1,1,-2
6301479-6295137,0.0,6301479,6295137,0,-1,0,0,1,1,0,0
25289-51072,3.0,25289,51072,0,-1,0,0,1,1,0,0
6274623-815249,0.0,6274623,815249,0,-1,0,0,1,1,0,0
20157-74839,2.0,20157,74839,1,2,0,0,1,2,0,0
244713-6299531,1.0,244713,6299531,0,-1,0,0,1,1,1,-2
6337208-6341902,2.0,6337208,6341902,0,-1,0,-1,1,1,1,-2
1872737-6325454,1.0,1872737,6325454,0,-1,1,1,1,1,0,0
160158-1229382,0.0,160158,1229382,0,-1,0,0,1,1,0,0
6293656-6300286,1.0,6293656,6300286,0,0,0,0,1,1,1,-2
71077-50684,3.0,71077,50684,1,2,0,0,0,0,0,0
2190300-4517390,2.0,2190300,4517390,0,0,0,0,1,3,1,-2
264602-6272888,3.0,264602,6272888,0,-1,0,-1,1,1,0,0
6270812-848007,2.0,6270812,848007,0,0,1,-2,1,1,1,-2
6275560-6269158,2.0,6275560,6269158,0,0,1,-2,1,1,1,-2
6274940-18187,2.0,6274940,18187,0,-1,0,0,1,1,0,0
118518-35651,0.0,118518,35651,1,-2,1,-2,1,1,1,-2
4769147-81995,3.0,4769147,81995,0,-1,0,-1,1,2,1,1
6195269-6202857,2.0,6195269,6202857,0,-1,0,-1,1,1,0,0
1065990-6286715,3.0,1065990,6286715,1,1,0,0,0,0,0,0
6336595-115655,3.0,6336595,115655,0,-1,0,0,0,0,1,-2
6271067-833620,2.0,6271067,833620,0,0,0,0,1,1,1,-2
6330047-6305120,3.0,6330047,6305120,0,-1,0,0,1,1,1,-2
2544668-6310711,1.0,2544668,6310711,1,1,0,0,1,1,0,0
6308632-6303847,3.0,6308632,6303847,0,0,0,0,1,1,1,-2
6296946-6286885,3.0,6296946,6286885,1,1,0,0,1,1,0,0
6274018-4242791,2.0,6274018,4242791,0,0,0,0,1,1,1,-2
6217932-22013,2.0,6217932,22013,1,1,0,0,1,2,1,-2
6274357-88045,3.0,6274357,88045,0,-1,0,0,0,0,0,0
16341-33133,2.0,16341,33133,1,1,0,-1,1,1,1,-2
6272423-6275575,2.0,6272423,6275575,0,0,0,-1,1,1,1,-2
6296122-6300874,3.0,6296122,6300874,1,2,0,0,0,0,1,-2
6314899-6277081,0.0,6314899,6277081,1,2,0,0,1,2,0,0
6313304-6302245,3.0,6313304,6302245,0,-1,0,-1,1,1,1,-2
54605-20421,2.0,54605,20421,0,0,0,0,1,1,1,-2
6338286-6338994,1.0,6338286,6338994,0,0,0,0,0,0,0,0
6283499-151,0.0,6283499,151,0,0,0,0,0,0,0,0
2991984-434434,3.0,2991984,434434,0,0,1,-2,1,1,1,-2
323194-14001,0.0,323194,14001,0,-1,0,-1,0,-1,0,-1
6279276-6269148,1.0,6279276,6269148,0,-1,0,-1,0,0,1,-2
229020-27248,0.0,229020,27248,0,-1,0,0,1,2,1,-2
6286919-153779,3.0,6286919,153779,0,0,0,0,0,0,1,-2
2760261-158978,1.0,2760261,158978,0,0,0,-1,1,1,1,-2
6340102-6340114,1.0,6340102,6340114,1,-2,0,0,0,0,0,0
6332431-942582,3.0,6332431,942582,0,-1,0,0,1,1,1,-2
3540474-6303836,3.0,3540474,6303836,1,1,0,0,1,1,1,-2
20987-6268564,2.0,20987,6268564,0,-1,0,0,1,1,0,0
6283642-4944520,0.0,6283642,4944520,0,-1,0,0,1,2,0,0
6286885-6270477,1.0,6286885,6270477,1,4,0,0,1,1,0,0
1106787-6302833,3.0,1106787,6302833,0,0,0,0,1,1,1,-2
6307609-6307677,2.0,6307609,6307677,1,-2,0,0,1,2,1,-2
1476357-2313115,1.0,1476357,2313115,0,-1,1,2,1,1,1,-2
20985-4914354,0.0,20985,4914354,0,-1,0,0,1,2,0,0
6298217-2755910,3.0,6298217,2755910,0,0,0,0,1,1,1,-2
6331047-6285548,3.0,6331047,6285548,1,2,1,-2,1,1,1,-2
4885083-1153010,3.0,4885083,1153010,0,-1,0,-1,1,2,0,0
6305377-6340025,3.0,6305377,6340025,0,-1,0,-1,0,-1,0,-1
1166166-17243,3.0,1166166,17243,1,1,1,-2,1,2,0,0
1241762-1674957,1.0,1241762,1674957,0,-1,0,0,1,1,1,-2
6290281-3519607,0.0,6290281,3519607,0,-1,0,0,0,0,0,0
6318624-106146,1.0,6318624,106146,0,-1,0,0,1,1,0,0
891138-1586421,0.0,891138,1586421,0,-1,0,0,1,1,1,-2
6264046-6282938,3.0,6264046,6282938,0,-1,0,0,1,1,0,0
6271474-106911,2.0,6271474,106911,0,0,0,-1,1,1,1,-2
1063815-240261,1.0,1063815,240261,0,-1,1,-2,1,1,0,0
6195866-6277229,1.0,6195866,6277229,0,-1,0,0,1,1,0,0
6299342-6290763,0.0,6299342,6290763,0,-1,0,0,1,1,1,-2
6274325-26630,1.0,6274325,26630,0,-1,0,0,1,1,0,0
6217932-6131,3.0,6217932,6131,1,1,0,0,1,1,1,-2
80878-58904,0.0,80878,58904,1,1,0,-1,1,1,0,0
6271067-837110,2.0,6271067,837110,0,0,0,0,1,1,1,-2
6335094-6332448,2.0,6335094,6332448,0,0,0,0,1,1,0,0
6294866-4608271,1.0,6294866,4608271,0,-1,0,0,1,1,1,-2
4944520-6305049,1.0,4944520,6305049,0,0,0,0,0,0,0,0
2791-199969,2.0,2791,199969,0,0,0,-1,0,0,0,0
4523564-49816,1.0,4523564,49816,0,0,0,0,1,1,0,0
6286797-4376205,0.0,6286797,4376205,1,1,0,0,1,1,0,0
19085-225149,3.0,19085,225149,1,1,0,0,1,1,1,-2
6272210-5149824,0.0,6272210,5149824,0,-1,0,0,0,0,0,0
166067-22679,2.0,166067,22679,0,-1,1,-2,0,0,0,0
6270022-4876565,0.0,6270022,4876565,0,0,0,0,1,1,0,0
268343-6289091,1.0,268343,6289091,0,0,0,-1,1,1,1,-2
836743-6289733,1.0,836743,6289733,0,-1,0,-1,0,0,0,0
6303572-4514909,0.0,6303572,4514909,0,-1,0,0,0,0,0,0
6290139-50628,0.0,6290139,50628,0,-1,0,-1,0,0,0,0
25061-3599699,0.0,25061,3599699,0,-1,0,0,1,1,1,-2
4738745-3574158,2.0,4738745,3574158,0,-1,0,0,0,0,0,0
18276-3761,0.0,18276,3761,0,0,0,-1,1,1,0,0
250736-1662957,0.0,250736,1662957,1,-2,0,-1,0,0,1,-2
50628-19000,0.0,50628,19000,0,-1,0,0,1,1,0,0
12971-699169,2.0,12971,699169,0,-1,0,-1,1,1,1,-2
6271964-153953,1.0,6271964,153953,0,0,0,0,1,1,1,-2
6327493-50881,3.0,6327493,50881,1,1,0,0,0,0,0,0
6298065-48227,3.0,6298065,48227,0,-1,0,-1,0,0,1,-2
6302763-6305357,0.0,6302763,6305357,0,-1,0,0,0,0,0,0
6269272-143852,2.0,6269272,143852,0,0,0,0,1,2,1,-2
6282046-6288462,3.0,6282046,6288462,1,3,0,0,0,0,1,-2
18276-240927,2.0,18276,240927,1,2,0,-1,1,1,1,1
229273-6194582,1.0,229273,6194582,0,0,0,0,0,0,0,0
6304455-1430882,3.0,6304455,1430882,0,-1,0,0,0,0,0,0
1317933-981,1.0,1317933,981,1,-2,1,-2,0,0,1,-2
6301845-6305268,3.0,6301845,6305268,1,2,0,-1,0,0,1,-2
1040499-6270090,1.0,1040499,6270090,0,0,1,-2,1,1,1,-2
3841169-6338164,3.0,3841169,6338164,0,-1,0,0,1,1,1,-2
75255-104433,2.0,75255,104433,0,-1,0,-1,1,1,1,-2
1025311-1013031,2.0,1025311,1013031,0,-1,1,1,1,2,1,-2
6305895-6298975,1.0,6305895,6298975,1,2,0,0,1,1,0,0
1988753-1531882,0.0,1988753,1531882,1,1,0,0,1,1,1,-2
2161953-118518,1.0,2161953,118518,0,0,0,0,1,1,1,-2
22644-89982,2.0,22644,89982,0,-1,1,-2,1,1,0,0
6314746-6308902,1.0,6314746,6308902,0,-1,0,0,0,0,0,0
152577-6191949,0.0,152577,6191949,0,-1,0,0,0,0,0,0
6271623-2488558,2.0,6271623,2488558,1,2,0,0,0,0,1,-2
6300860-8651,0.0,6300860,8651,0,-1,0,0,1,1,1,-2
6277081-1027142,2.0,6277081,1027142,1,2,0,0,1,1,1,-2
6269708-4269783,0.0,6269708,4269783,0,0,0,0,0,0,1,-2
1594595-2382745,1.0,1594595,2382745,0,0,0,0,1,1,0,0
2381039-5866023,0.0,2381039,5866023,0,-1,0,-1,1,2,1,-2
6290318-25217,1.0,6290318,25217,1,2,0,0,1,1,1,-2
36095-1952345,2.0,36095,1952345,1,4,0,0,1,2,0,0
6276007-176463,1.0,6276007,176463,1,1,1,-2,1,1,1,-2
2099429-9361,1.0,2099429,9361,0,-1,1,-2,1,1,1,-2
6288277-6311835,0.0,6288277,6311835,0,0,0,0,1,1,1,-2
2246454-2213458,3.0,2246454,2213458,1,7,1,-2,1,1,1,-2
6293156-6334467,1.0,6293156,6334467,0,-1,0,0,1,1,1,-2
24072-119476,2.0,24072,119476,1,1,1,-2,1,1,1,1
6308411-2652478,0.0,6308411,2652478,0,0,0,0,0,0,1,-2
6282419-6283633,3.0,6282419,6283633,0,0,0,0,0,0,0,0
28808-1639590,0.0,28808,1639590,1,1,0,0,1,1,0,0
168277-18743,0.0,168277,18743,0,-1,0,0,1,1,0,0
6319275-6320065,0.0,6319275,6320065,0,-1,0,0,1,1,0,0
6269482-999176,0.0,6269482,999176,0,-1,0,0,1,1,1,-2
6290981-96764,3.0,6290981,96764,1,1,1,1,0,0,0,0
6294935-6258413,1.0,6294935,6258413,0,0,0,0,0,0,0,0
88771-2644556,3.0,88771,2644556,1,2,0,0,1,1,1,-2
6278007-6294436,3.0,6278007,6294436,0,-1,0,0,1,1,0,0
1912141-1112515,2.0,1912141,1112515,1,4,0,0,1,1,1,-2
1084189-6192728,3.0,1084189,6192728,0,-1,0,0,1,1,0,0
6287800-6305426,1.0,6287800,6305426,0,-1,0,0,0,0,0,0
6277090-6307307,3.0,6277090,6307307,0,0,0,0,1,2,0,0
6319198-409102,0.0,6319198,409102,0,-1,0,0,1,1,1,-2
6274943-38761,3.0,6274943,38761,0,-1,0,-1,1,1,0,0
1402852-2090269,3.0,1402852,2090269,0,0,0,0,1,3,1,-2
6271752-6315939,1.0,6271752,6315939,1,1,0,0,1,1,0,0
2066421-6313479,2.0,2066421,6313479,0,-1,0,0,1,1,1,-2
8181-6271892,3.0,8181,6271892,0,0,0,-1,1,1,0,0
48227-6269106,2.0,48227,6269106,1,2,0,-1,0,0,0,0
6269914-6283033,3.0,6269914,6283033,0,0,0,0,1,1,1,-2
6283348-1282401,1.0,6283348,1282401,0,-1,0,-1,0,0,0,0
17450-17422,2.0,17450,17422,0,-1,0,-1,1,1,0,0
6332259-6299154,0.0,6332259,6299154,0,0,0,0,0,0,1,-2
148026-17704,0.0,148026,17704,1,3,0,0,1,1,0,0
6271577-914085,3.0,6271577,914085,0,-1,0,-1,0,0,1,-2
6293156-6299372,0.0,6293156,6299372,0,-1,0,0,1,1,1,-2
6194621-6312147,1.0,6194621,6312147,1,1,0,0,0,0,1,-2
6272094-2575181,0.0,6272094,2575181,0,0,0,0,0,0,0,0
36095-6273407,3.0,36095,6273407,1,3,0,0,1,1,1,-2
6268971-227235,0.0,6268971,227235,0,-1,0,-1,1,1,1,-2
6296026-6289540,3.0,6296026,6289540,0,-1,0,-1,0,0,1,-2
6306267-10161,1.0,6306267,10161,0,-1,1,-2,0,0,0,0
6279804-6330200,2.0,6279804,6330200,0,-1,0,0,1,1,1,-2
6298353-6296862,3.0,6298353,6296862,0,0,0,0,0,0,0,0
6317610-51484,2.0,6317610,51484,0,-1,0,0,0,0,0,0
6306488-1912141,0.0,6306488,1912141,0,0,0,0,1,1,1,-2
6282902-3591624,1.0,6282902,3591624,0,0,0,0,0,0,0,0
6277979-241105,0.0,6277979,241105,1,2,0,0,0,0,0,0
6268997-6316607,1.0,6268997,6316607,0,-1,0,-1,0,0,1,-2
6292623-2421090,0.0,6292623,2421090,0,-1,0,0,1,1,0,0
1412721-1060426,3.0,1412721,1060426,1,1,1,-2,0,0,1,-2
4703200-88723,1.0,4703200,88723,0,0,0,0,1,1,1,-2
6283312-6299990,1.0,6283312,6299990,1,1,0,0,0,0,0,0
36095-21780,2.0,36095,21780,1,3,0,0,1,1,1,-2
6288928-6275518,0.0,6288928,6275518,0,0,0,0,1,1,1,-2
89457-22938,0.0,89457,22938,0,0,0,-1,0,0,1,-2
334668-1113309,3.0,334668,1113309,0,0,0,-1,0,0,0,0
6298414-6293452,3.0,6298414,6293452,0,0,0,0,0,0,1,-2
6269712-6276076,1.0,6269712,6276076,0,-1,0,0,1,3,1,-2
6270973-914085,3.0,6270973,914085,1,1,0,0,0,0,0,0
6291013-6305240,0.0,6291013,6305240,1,2,0,0,1,1,0,0
937110-6276705,1.0,937110,6276705,0,-1,1,-2,1,1,1,-2
146850-21681,2.0,146850,21681,0,-1,0,0,1,1,0,0
6331287-6333870,2.0,6331287,6333870,0,0,0,0,1,1,0,0
6269531-6273528,1.0,6269531,6273528,0,-1,0,-1,1,1,0,0
674039-10191,2.0,674039,10191,0,-1,1,-2,1,1,1,-2
6299189-6299220,0.0,6299189,6299220,0,-1,0,0,1,1,0,0
1170963-1882980,2.0,1170963,1882980,0,-1,0,-1,1,1,1,-2
3787675-6272997,1.0,3787675,6272997,1,2,1,-2,1,1,1,-2
18161-6201023,3.0,18161,6201023,1,1,0,0,1,1,1,-2
299455-1230591,3.0,299455,1230591,0,0,0,0,1,1,1,-2
24038-819450,0.0,24038,819450,0,-1,0,0,1,1,0,0
1346862-1403690,1.0,1346862,1403690,0,-1,0,0,0,0,0,0
21811-17822,0.0,21811,17822,0,-1,0,0,0,0,1,-2
2519941-134170,1.0,2519941,134170,0,-1,0,0,1,1,0,0
6271908-6273915,2.0,6271908,6273915,0,0,0,0,1,1,1,-2
39742-81740,3.0,39742,81740,0,-1,0,0,1,1,1,-2
998470-236574,1.0,998470,236574,0,-1,0,0,1,1,1,-2
1208644-6308211,2.0,1208644,6308211,0,0,0,-1,1,1,1,-2
6277101-6295429,1.0,6277101,6295429,0,-1,0,0,1,1,1,-2
6270943-857912,0.0,6270943,857912,0,-1,1,-2,1,1,0,0
6288232-6283938,3.0,6288232,6283938,1,-2,0,0,1,1,1,-2
21477-34444,0.0,21477,34444,1,2,0,0,1,2,1,-2
6268333-6299703,0.0,6268333,6299703,0,-1,0,-1,1,1,0,0
6268333-1782545,0.0,6268333,1782545,0,-1,0,0,1,1,1,-2
6332172-6331302,1.0,6332172,6331302,0,-1,0,0,1,1,1,-2
88076-50843,0.0,88076,50843,0,-1,0,-1,1,1,0,0
1315460-2354269,1.0,1315460,2354269,0,-1,0,0,0,0,1,-2
17397-76718,2.0,17397,76718,1,1,0,0,1,1,0,0
6288445-6305416,1.0,6288445,6305416,0,-1,0,0,0,0,0,0
71077-24654,0.0,71077,24654,1,3,0,0,1,1,1,-2
6331101-6331701,1.0,6331101,6331701,1,1,0,0,1,1,0,0
1045041-1405643,1.0,1045041,1405643,0,-1,0,0,1,1,0,0
6295934-266945,0.0,6295934,266945,0,0,0,0,1,1,1,-2
6307926-6301580,1.0,6307926,6301580,1,2,0,-1,0,0,0,0
254963-4443839,0.0,254963,4443839,0,-1,0,0,0,0,0,0
6319657-6274357,0.0,6319657,6274357,0,-1,0,0,0,0,0,0
3771118-1179211,0.0,3771118,1179211,0,-1,1,-2,1,1,1,-2
6313558-4769489,0.0,6313558,4769489,0,-1,0,0,0,0,1,-2
6274406-24357,1.0,6274406,24357,0,-1,0,0,0,0,0,0
6283624-6306516,1.0,6283624,6306516,1,1,0,-1,1,1,0,0
6276807-6328537,2.0,6276807,6328537,1,1,0,0,0,0,0,0
11031-2247806,0.0,11031,2247806,0,0,0,0,1,1,0,0
9771-15441,0.0,9771,15441,1,-2,1,-2,1,1,1,-2
827296-183245,3.0,827296,183245,1,1,0,0,1,1,0,0
874055-26531,1.0,874055,26531,0,-1,0,0,1,1,1,-2
1170963-1039923,2.0,1170963,1039923,0,-1,0,-1,1,1,0,0
53839-1381,1.0,53839,1381,0,-1,0,0,1,1,1,-2
481207-5068382,3.0,481207,5068382,0,-1,1,-2,1,2,1,-2
6316276-6301316,1.0,6316276,6301316,0,-1,0,0,1,1,1,-2
39391-121503,2.0,39391,121503,1,1,0,-1,1,1,1,-2
1061108-1335262,0.0,1061108,1335262,1,1,0,0,1,2,0,0
33863-36858,3.0,33863,36858,1,1,0,0,1,2,1,-2
28810-2488558,2.0,28810,2488558,0,0,0,0,0,0,1,-2
826636-1174176,0.0,826636,1174176,1,1,0,0,1,1,0,0
1170963-215050,2.0,1170963,215050,0,-1,0,-1,1,1,1,-2
2149733-780660,3.0,2149733,780660,0,0,0,0,1,2,1,-2
41888-868884,0.0,41888,868884,1,7,0,0,1,1,1,-2
6306767-6298077,1.0,6306767,6298077,0,0,0,0,0,0,0,0
1292849-34444,2.0,1292849,34444,1,3,0,0,1,1,1,-2
6338227-6301218,3.0,6338227,6301218,1,-2,0,0,0,0,0,0
6273247-2409685,0.0,6273247,2409685,0,-1,0,0,1,1,1,-2
3347237-6277010,3.0,3347237,6277010,1,1,0,0,1,1,1,-2
6332558-6332747,1.0,6332558,6332747,0,-1,0,0,0,0,1,-2
2021-6196160,0.0,2021,6196160,1,2,0,0,1,1,0,0
1402852-2009328,2.0,1402852,2009328,0,-1,1,-2,1,1,1,-2
39514-1210330,3.0,39514,1210330,0,-1,0,0,0,0,0,0
715054-391498,2.0,715054,391498,0,0,0,0,1,1,0,0
42280-1668374,0.0,42280,1668374,0,-1,1,-2,1,1,0,0
832904-2937739,1.0,832904,2937739,0,-1,1,-2,1,1,1,-2
6292038-6295276,2.0,6292038,6295276,1,2,0,0,0,0,0,0
87468-6301911,3.0,87468,6301911,0,0,0,0,1,2,1,-2
6285646-6277875,3.0,6285646,6277875,0,-1,0,-1,1,1,1,-2
50508-22625,2.0,50508,22625,0,0,0,0,1,1,1,-2
1148037-22762,2.0,1148037,22762,0,0,0,0,1,1,0,0
6336973-6287543,2.0,6336973,6287543,0,-1,0,-1,1,2,1,-2
6280812-303519,3.0,6280812,303519,0,-1,0,-1,1,1,0,0
1165933-3871916,2.0,1165933,3871916,0,-1,0,0,1,1,1,-2
39391-941,2.0,39391,941,1,1,1,-2,0,0,1,-2
105803-17704,0.0,105803,17704,1,2,0,0,1,1,0,0
6331490-6319657,1.0,6331490,6319657,0,-1,0,0,0,0,0,0
6292867-6296897,0.0,6292867,6296897,1,1,0,0,1,1,1,-2
4601233-150529,1.0,4601233,150529,0,-1,0,-1,0,0,0,0
1476163-1183614,2.0,1476163,1183614,0,-1,0,0,1,1,1,-2
6297171-6320715,0.0,6297171,6320715,0,-1,0,0,1,1,0,0
6296182-715755,3.0,6296182,715755,0,-1,0,-1,1,1,1,-2
229020-1585730,3.0,229020,1585730,0,-1,1,-2,1,1,1,-2
995213-102935,1.0,995213,102935,0,-1,1,-2,1,1,0,0
4830519-1298005,0.0,4830519,1298005,0,-1,0,-1,0,0,1,-2
6330290-6334468,3.0,6330290,6334468,0,0,0,0,0,0,0,0
28099-5864697,0.0,28099,5864697,0,-1,0,0,1,1,0,0
498934-87146,1.0,498934,87146,0,-1,0,0,0,0,0,0
103671-1421059,0.0,103671,1421059,0,-1,0,-1,1,1,1,-2
3591107-2696454,2.0,3591107,2696454,0,0,0,0,0,0,1,-2
6330122-6329096,3.0,6330122,6329096,0,-1,0,0,1,1,0,0
4825213-1240598,3.0,4825213,1240598,1,1,0,0,1,1,1,-2
6305106-6311367,3.0,6305106,6311367,0,0,0,0,1,1,1,-2
6273256-6326793,1.0,6273256,6326793,0,0,1,-2,1,1,0,0
1430882-1040695,2.0,1430882,1040695,0,-1,1,-2,1,1,1,-2
6329292-6328781,1.0,6329292,6328781,0,-1,0,0,1,1,0,0
10621-6551,3.0,10621,6551,0,0,0,-1,1,4,1,-2
6312815-6337663,2.0,6312815,6337663,1,1,0,-1,1,1,1,-2
6331998-4453594,0.0,6331998,4453594,1,1,0,0,0,0,0,0
1038234-6276092,2.0,1038234,6276092,1,1,0,0,1,1,1,-2
6193153-1457499,0.0,6193153,1457499,1,1,0,-1,1,1,1,1
35159-2108619,0.0,35159,2108619,0,0,0,0,1,1,0,0
21809-6201023,2.0,21809,6201023,0,-1,0,0,1,1,1,-2
885360-74249,1.0,885360,74249,0,0,0,0,1,1,0,0
6275889-23501,0.0,6275889,23501,0,-1,1,-2,1,1,1,-2
6271849-26050,1.0,6271849,26050,0,-1,0,0,1,1,1,-2
39354-96764,1.0,39354,96764,1,1,0,0,0,0,1,-2
6337208-6295429,2.0,6337208,6295429,0,-1,1,-2,1,1,1,-2
1006827-6304810,1.0,1006827,6304810,1,-2,0,0,1,1,0,0
6271321-99580,1.0,6271321,99580,0,0,1,-2,1,1,0,0
207727-6192728,3.0,207727,6192728,0,-1,0,0,0,0,0,0
8871-27771,2.0,8871,27771,1,3,0,0,1,1,0,0
232323-6271,1.0,232323,6271,1,2,1,-2,1,1,1,-2
6305377-6300620,3.0,6305377,6300620,0,-1,0,-1,1,1,1,-2
6270477-4952114,2.0,6270477,4952114,1,2,0,0,1,2,0,0
27193-73215,1.0,27193,73215,1,3,0,0,0,0,0,0
6293435-6308229,2.0,6293435,6308229,1,3,0,0,1,1,1,-2
6270899-23146,2.0,6270899,23146,0,-1,0,0,0,0,1,1
6275681-2512581,3.0,6275681,2512581,0,0,0,0,1,1,1,-2
833620-1561161,1.0,833620,1561161,0,-1,0,0,1,1,1,-2
6301435-106911,3.0,6301435,106911,0,0,0,-1,1,1,0,0
19948-4301092,3.0,19948,4301092,0,0,0,0,1,3,0,0
68877-21505,3.0,68877,21505,1,1,1,-2,1,1,1,-2
6274940-2234813,0.0,6274940,2234813,0,-1,0,0,1,2,0,0
1151669-6295065,3.0,1151669,6295065,0,0,0,0,0,0,1,-2
3771118-48872,1.0,3771118,48872,0,-1,1,-2,1,1,0,0
2740019-4331041,0.0,2740019,4331041,1,1,0,0,1,1,0,0
225457-47884,0.0,225457,47884,1,4,0,0,1,1,1,-2
6213280-885360,3.0,6213280,885360,0,0,0,0,1,1,1,-2
1397191-11271,2.0,1397191,11271,0,-1,0,0,0,0,1,1
